host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
83%,100%,f,21.0,31.0,t,la Vila OlÃ­mpica del Poblenou,41.39152,2.1924,Entire rental unit,Entire home/apt,6,2.0,4.0,$242.00,1,365,1.0,4.0,365.0,365.0,2.8,365.0,12,35,60,70,154,0,0,70,1,0,0.0,4.4,4.56,4.48,4.56,4.62,4.77,4.44,t,18,1.2
92%,96%,f,1.0,3.0,t,el GuinardÃ³,41.41446868125553,2.1783841839870437,Private room in rental unit,Private room,1,1.0,1.0,$31.00,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,6,13,37,283,5,5,2,40,0,30,930.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,3.66
100%,93%,f,6.0,6.0,t,Sant Antoni,41.37549,2.15916,Entire rental unit,Entire home/apt,4,2.0,4.0,$132.00,1,90,1.0,2.0,90.0,90.0,1.3,90.0,1,21,51,316,494,64,6,61,71,255,33660.0,4.61,4.7,4.6,4.82,4.81,4.73,4.47,f,4,3.94
98%,98%,t,15.0,34.0,t,Sant Antoni,41.37646,2.15996,Entire rental unit,Entire home/apt,4,2.0,3.0,$375.00,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,30,60,90,180,0,0,0,108,0,0,0.0,4.601908396946565,4.648958351005175,4.62437950631945,4.7144770548816695,4.713702290076336,4.749703138252756,4.453307039864292,f,15,1.6996607294317219
100%,100%,t,3.0,7.0,t,la Dreta de l'Eixample,41.39508,2.17116,Entire condo,Entire home/apt,8,3.0,5.0,$756.00,1,180,1.0,8.0,99.0,99.0,3.7,99.0,3,16,40,198,175,41,3,45,36,246,185976.0,4.94,4.95,4.88,4.96,4.92,4.99,4.83,t,2,1.56
100%,100%,f,1.0,2.0,t,la Sagrada FamÃ­lia,41.40261,2.18226,Entire rental unit,Entire home/apt,3,1.0,2.0,$164.00,3,1125,2.0,3.0,1125.0,1125.0,3.0,1125.0,4,22,52,327,290,37,1,71,33,222,36408.0,4.54,4.64,4.62,4.78,4.79,4.74,4.46,f,1,2.3
100%,89%,t,4.0,8.0,t,l'Antiga Esquerra de l'Eixample,41.38667,2.16174,Private room in rental unit,Private room,2,1.0,2.0,$40.00,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,2,22,52,327,36,2,0,70,4,124,4960.0,4.89,4.94,4.61,5.0,5.0,4.97,4.78,f,4,0.28
100%,100%,t,10.0,18.0,t,la Dreta de l'Eixample,41.39102,2.17544,Entire rental unit,Entire home/apt,4,2.0,3.0,$180.00,3,60,2.0,7.0,1125.0,1125.0,5.7,1125.0,5,24,54,326,280,38,2,72,34,228,41040.0,4.86,4.9,4.81,4.96,4.96,4.94,4.8,t,9,2.21
100%,99%,f,6.0,6.0,t,la Dreta de l'Eixample,41.397133,2.176212,Shared room in hostel,Shared room,6,1.0,16.0,$15.00,1,365,1.0,1.0,1.0,365.0,1.0,247.9,28,58,88,147,1187,323,36,106,240,255,3825.0,4.69,4.77,4.64,4.86,4.8,4.83,4.63,t,6,9.32
100%,91%,f,16.0,81.0,t,Diagonal Mar i el Front MarÃ­tim del Poblenou,41.40449,2.21304,Entire rental unit,Entire home/apt,10,4.0,7.0,$720.00,1,1125,2.0,7.0,1125.0,1125.0,6.0,1125.0,20,47,77,352,51,0,0,96,1,0,0.0,4.41,4.37,4.31,4.37,4.39,4.65,4.08,t,15,0.4
100%,71%,f,1.0,6.0,t,"Sant Pere, Santa Caterina i la Ribera",41.38897,2.17715,Private room in rental unit,Private room,2,1.0,1.0,$63.00,31,210,31.0,31.0,1125.0,1125.0,31.0,1125.0,0,19,49,188,223,0,0,67,0,0,0.0,4.79,4.78,4.62,4.9,4.94,4.94,4.77,t,1,1.75
100%,100%,f,2.0,4.0,t,la Sagrada FamÃ­lia,41.40919,2.17723,Entire rental unit,Entire home/apt,6,2.0,2.0,$236.00,1,1125,1.0,4.0,2.0,1125.0,1.9,122.2,3,8,35,211,309,27,0,49,31,162,38232.0,4.66,4.78,4.86,4.83,4.88,4.76,4.62,t,2,2.43
0%,0%,f,1.0,2.0,t,el Poble Sec,41.37227,2.1662,Private room in rental unit,Private room,2,1.0,1.0,$48.00,31,90,31.0,31.0,90.0,90.0,31.0,90.0,29,59,89,364,30,0,0,107,0,0,0.0,4.83,4.93,4.86,5.0,4.9,4.93,4.93,f,1,0.24
100%,100%,t,1.0,2.0,t,el Fort Pienc,41.39733,2.17842,Entire rental unit,Entire home/apt,4,1.0,2.0,$180.00,4,300,2.0,5.0,4.0,1125.0,4.1,296.5,6,11,31,263,339,47,2,49,45,255,45900.0,4.66,4.72,4.54,4.87,4.91,4.86,4.63,f,1,2.65
100%,86%,f,1.0,1.0,t,"Sant Pere, Santa Caterina i la Ribera",41.38419327440672,2.184296413436508,Entire rental unit,Entire home/apt,5,2.0,2.0,$196.00,1,1125,1.0,4.0,1125.0,1125.0,3.1,1125.0,11,37,63,326,447,33,2,81,40,198,38808.0,4.65,4.67,4.7,4.75,4.8,4.94,4.54,f,1,3.5
100%,83%,t,2.0,2.0,t,ProvenÃ§als del Poblenou,41.40985,2.20819,Entire rental unit,Entire home/apt,3,1.0,1.0,$135.00,10,365,4.0,10.0,365.0,365.0,9.9,365.0,3,25,55,145,218,19,1,74,24,255,34425.0,4.9,4.95,4.89,4.93,4.96,4.77,4.78,f,2,1.72
100%,99%,t,12.0,12.0,t,la Dreta de l'Eixample,41.39196,2.17377,Entire rental unit,Entire home/apt,4,2.0,2.0,$327.00,1,365,1.0,31.0,999.0,999.0,5.0,999.0,8,18,34,181,109,38,2,47,25,228,74556.0,4.83,4.92,4.79,4.85,4.87,4.88,4.69,t,12,0.88
99%,94%,t,140.0,142.0,t,el CongrÃ©s i els Indians,41.42096,2.18261,Entire rental unit,Entire home/apt,8,2.0,5.0,$288.00,2,1125,2.0,5.0,1125.0,1125.0,2.2,1125.0,26,39,56,80,158,18,0,75,22,108,31104.0,4.82,4.93,4.82,4.92,4.92,4.73,4.65,f,6,1.25
100%,93%,t,33.0,37.0,t,les Corts,41.38645,2.13127,Entire rental unit,Entire home/apt,4,2.0,3.0,$170.00,1,1125,1.0,3.0,2.0,1125.0,1.6,780.9,12,39,69,119,76,0,0,88,1,0,0.0,4.63,4.83,4.72,4.93,4.92,4.84,4.59,f,33,0.61
90%,47%,f,2.0,3.0,t,el BesÃ²s i el Maresme,41.41553,2.21131,Entire rental unit,Entire home/apt,5,3.0,4.0,$136.00,4,30,4.0,4.0,30.0,30.0,4.0,30.0,9,29,59,133,38,8,1,66,11,64,8704.0,4.34,4.37,4.58,4.5,4.63,4.24,4.24,f,2,0.3
100%,99%,t,16.0,17.0,t,Hostafrancs,41.37845,2.14257,Entire rental unit,Entire home/apt,6,3.0,3.0,$140.00,3,30,2.0,5.0,364.0,1125.0,3.4,845.6,5,16,46,144,429,42,2,61,41,252,35280.0,4.6,4.75,4.65,4.84,4.89,4.79,4.55,f,10,3.46
100%,91%,t,3.0,16.0,t,l'Antiga Esquerra de l'Eixample,41.38505,2.16185,Entire rental unit,Entire home/apt,4,1.0,1.0,$296.00,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,14,36,66,341,125,2,1,84,6,12,3552.0,4.57,4.7,4.52,4.82,4.78,4.86,4.44,f,2,0.99
100%,99%,t,12.0,12.0,t,la Dreta de l'Eixample,41.39196,2.17377,Entire rental unit,Entire home/apt,6,3.0,4.0,$381.00,1,365,1.0,31.0,999.0,999.0,5.0,999.0,7,18,36,182,189,40,5,47,40,240,91440.0,4.83,4.85,4.79,4.87,4.84,4.91,4.74,t,12,1.57
100%,91%,f,16.0,81.0,t,Diagonal Mar i el Front MarÃ­tim del Poblenou,41.40437,2.21144,Entire rental unit,Entire home/apt,6,2.0,4.0,$340.00,1,1125,2.0,7.0,1125.0,1125.0,6.0,1125.0,20,50,80,355,19,4,1,99,3,24,8160.0,4.63,4.53,4.42,4.95,4.68,4.84,4.21,t,15,0.16
100%,93%,f,31.0,52.0,t,el Poble Sec,41.3745,2.16338,Entire rental unit,Entire home/apt,4,2.0,2.0,$185.00,1,1125,2.0,6.0,365.0,365.0,3.1,365.0,8,14,36,266,66,1,0,54,1,6,1110.0,4.45,4.59,4.73,4.52,4.67,4.76,4.35,t,28,0.53
83%,100%,f,21.0,31.0,t,la Dreta de l'Eixample,41.3949,2.16455,Room in boutique hotel,Private room,2,1.0,1.0,$167.00,1,365,1.0,3.0,365.0,365.0,2.0,365.0,12,37,65,327,143,8,1,75,8,48,8016.0,4.49,4.52,4.5,4.59,4.54,4.91,4.43,t,18,1.18
83%,100%,f,21.0,31.0,t,la Vila OlÃ­mpica del Poblenou,41.39199,2.19289,Entire rental unit,Entire home/apt,6,2.0,4.0,$242.00,2,1124,1.0,4.0,1124.0,1124.0,2.8,1124.0,2,13,38,48,81,2,1,48,1,12,2904.0,4.42,4.38,4.46,4.25,4.52,4.59,4.32,t,18,0.64
100%,89%,f,1.0,5.0,t,la Dreta de l'Eixample,41.39105,2.16149,Entire rental unit,Entire home/apt,6,3.0,6.0,$325.00,2,360,2.0,2.0,360.0,360.0,2.0,360.0,22,46,76,345,223,22,0,94,34,132,42900.0,4.26,4.4,4.28,4.79,4.79,4.82,4.07,f,1,1.77
100%,100%,f,1.0,1.0,t,el Poble Sec,41.37358,2.15635,Entire rental unit,Entire home/apt,2,1.0,2.0,$85.00,4,60,4.0,4.0,1125.0,1125.0,4.0,1125.0,1,9,33,247,216,25,3,50,28,200,17000.0,4.3,4.47,4.34,4.66,4.82,4.72,4.28,f,1,1.7
83%,28%,f,426.0,618.0,t,la Sagrada FamÃ­lia,41.40202,2.17235,Entire rental unit,Entire home/apt,16,12.0,24.0,"$1,800.00",1,330,1.0,1.0,330.0,330.0,1.0,330.0,30,60,90,365,2,0,0,108,1,0,0.0,4.5,4.5,5.0,4.0,4.5,5.0,5.0,f,413,0.09
83%,28%,f,426.0,618.0,t,la Sagrada FamÃ­lia,41.40324,2.17268,Entire rental unit,Entire home/apt,15,6.0,15.0,$900.00,1,330,1.0,1.0,330.0,330.0,1.0,330.0,30,60,90,365,5,0,0,108,1,0,0.0,4.4,4.2,4.2,4.0,4.8,4.8,4.2,f,413,0.05
100%,86%,f,7.0,11.0,t,la Dreta de l'Eixample,41.39372,2.16703,Entire rental unit,Entire home/apt,6,2.0,6.0,$237.00,1,999,1.0,4.0,999.0,999.0,3.1,999.0,13,25,55,321,454,40,2,69,41,240,56880.0,4.7,4.75,4.65,4.88,4.89,4.92,4.6,f,7,3.57
100%,100%,t,2.0,2.0,t,el Poble Sec,41.37259,2.15729,Entire rental unit,Entire home/apt,5,2.0,4.0,$112.00,4,1125,3.0,5.0,1125.0,1125.0,4.4,1125.0,4,10,30,264,156,24,3,42,29,192,21504.0,4.99,4.99,4.99,4.99,5.0,4.91,4.92,t,2,1.24
100%,100%,t,2.0,2.0,t,el Poble Sec,41.37259,2.15729,Entire rental unit,Entire home/apt,7,3.0,4.0,$112.00,4,1125,3.0,5.0,1125.0,1125.0,3.8,1125.0,5,13,41,284,152,27,1,57,21,216,24192.0,4.94,4.96,4.97,4.99,4.99,4.87,4.9,f,2,1.21
99%,99%,t,7.0,12.0,t,la Dreta de l'Eixample,41.39518,2.17417,Entire condo,Entire home/apt,6,3.0,6.0,$154.00,2,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0,2,4,10,176,481,61,3,16,73,255,39270.0,4.62,4.73,4.63,4.86,4.87,4.85,4.65,f,7,3.78
100%,100%,t,2.0,2.0,t,la Sagrada FamÃ­lia,41.40519,2.17399,Entire rental unit,Entire home/apt,4,2.0,3.0,$197.00,2,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0,3,13,40,293,204,76,3,54,78,255,50235.0,4.93,4.91,4.91,4.95,4.95,4.93,4.78,t,2,1.65
100%,99%,t,9.0,14.0,t,el Raval,41.3799,2.17394,Entire serviced apartment,Entire home/apt,14,5.0,7.0,$561.00,1,365,1.0,5.0,365.0,1125.0,2.5,456.6,1,7,25,236,130,53,0,36,55,255,143055.0,4.83,4.84,4.88,4.77,4.93,4.9,4.75,f,9,2.8
100%,50%,t,1.0,1.0,t,el BesÃ²s i el Maresme,41.41397,2.21767,Entire condo,Entire home/apt,4,3.0,3.0,$40.00,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,0,0,0,53,53,5,0,2,3,255,10200.0,4.68,4.83,4.85,4.91,4.98,4.58,4.81,f,1,0.43
100%,99%,t,9.0,14.0,t,el Barri GÃ²tic,41.3793,2.17643,Entire serviced apartment,Entire home/apt,3,1.0,2.0,$222.00,1,365,1.0,5.0,365.0,1125.0,2.2,519.1,2,5,24,178,211,32,1,30,33,192,42624.0,4.76,4.71,4.83,4.86,4.9,4.93,4.67,f,9,2.22
100%,100%,f,14.0,14.0,t,la Dreta de l'Eixample,41.3924,2.17194,Entire rental unit,Entire home/apt,6,3.0,3.0,$369.00,2,180,2.0,10.0,1125.0,1125.0,3.7,1125.0,8,27,55,192,135,20,1,73,37,120,44280.0,4.53,4.67,4.62,4.73,4.7,4.87,4.5,t,14,1.1
86%,91%,f,2.0,2.0,t,el Poble Sec,41.37423,2.17427,Entire rental unit,Entire home/apt,6,3.0,6.0,$146.00,4,1125,3.0,5.0,1125.0,1125.0,4.1,1125.0,3,21,47,223,355,41,1,61,47,255,37230.0,4.64,4.76,4.64,4.84,4.76,4.82,4.5,f,2,3.04
100%,99%,f,1.0,1.0,t,Diagonal Mar i el Front MarÃ­tim del Poblenou,41.40887,2.21061,Entire rental unit,Entire home/apt,5,2.0,4.0,$137.00,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,2,6,26,157,366,53,4,45,47,255,34935.0,4.6,4.71,4.48,4.75,4.79,4.63,4.47,f,1,2.89
100%,61%,f,2.0,5.0,t,Vilapicina i la Torre Llobeta,41.43014,2.16534,Entire rental unit,Entire home/apt,4,2.0,3.0,$65.00,32,330,31.0,31.0,330.0,330.0,31.0,330.0,24,54,84,359,54,0,0,103,1,0,0.0,4.33,4.49,4.22,4.31,4.48,3.81,4.24,f,2,0.43
100%,85%,f,6.0,6.0,t,el Putxet i el FarrÃ³,41.40561,2.14013,Entire rental unit,Entire home/apt,2,1.0,2.0,$188.00,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,30,60,90,365,366,33,1,109,22,198,37224.0,4.51,4.53,4.42,4.81,4.87,4.73,4.29,f,1,2.91
97%,96%,t,6.0,9.0,t,el Poblenou,41.39909,2.20733,Entire serviced apartment,Entire home/apt,3,1.0,2.0,$364.00,1,28,1.0,6.0,28.0,28.0,3.4,28.0,30,60,90,259,292,26,1,108,26,156,56784.0,4.7,4.59,4.71,4.75,4.78,4.79,4.48,f,6,2.51
97%,96%,t,6.0,9.0,t,el Poblenou,41.39909,2.20733,Entire serviced apartment,Entire home/apt,6,2.0,5.0,$558.00,1,28,1.0,6.0,28.0,28.0,3.4,28.0,30,60,90,259,433,126,8,108,106,255,142290.0,4.72,4.72,4.72,4.75,4.77,4.78,4.53,f,6,3.49
100%,29%,f,1.0,1.0,t,el Poblenou,41.40172,2.20281,Private room in rental unit,Private room,1,1.0,1.0,$40.00,31,350,1.0,31.0,350.0,350.0,30.9,350.0,6,7,14,179,152,0,0,29,3,0,0.0,4.86,4.91,4.87,4.93,4.93,4.88,4.85,f,1,1.21
100%,93%,f,6.0,6.0,t,el Poble Sec,41.37247,2.16679,Entire rental unit,Entire home/apt,4,2.0,4.0,$119.00,1,30,1.0,2.0,30.0,30.0,1.3,30.0,3,14,42,299,592,75,4,54,80,255,30345.0,4.62,4.74,4.69,4.79,4.81,4.71,4.54,f,4,4.71
80%,99%,f,21.0,21.0,t,Sant Gervasi - Galvany,41.3940991,2.1470664,Entire rental unit,Entire home/apt,2,1.0,1.0,$398.00,1,30,1.0,3.0,1125.0,1125.0,1.5,1125.0,23,53,83,358,76,4,0,101,1,24,9552.0,4.76,4.76,4.72,4.7,4.67,4.84,4.43,f,21,0.61
80%,99%,f,21.0,21.0,t,Sant Gervasi - Galvany,41.3941,2.14707,Entire rental unit,Entire home/apt,3,2.0,2.0,$113.00,31,330,31.0,31.0,330.0,330.0,31.0,330.0,30,60,90,310,18,4,0,108,0,248,28024.0,4.78,4.89,4.89,5.0,5.0,4.89,4.56,f,21,0.14
100%,100%,t,1.0,2.0,t,el Baix GuinardÃ³,41.41299,2.16901,Entire rental unit,Entire home/apt,4,2.0,3.0,$131.00,2,12,1.0,2.0,1125.0,1125.0,2.0,1125.0,0,12,42,128,580,76,6,58,86,255,33405.0,4.81,4.87,4.92,4.9,4.87,4.68,4.73,f,1,4.67
100%,98%,t,1.0,1.0,t,el Camp d'en Grassot i GrÃ cia Nova,41.40711,2.16598,Entire rental unit,Entire home/apt,2,1.0,1.0,$155.00,2,200,2.0,5.0,200.0,200.0,2.2,200.0,2,9,39,277,328,47,2,51,60,255,39525.0,4.81,4.89,4.76,4.92,4.95,4.72,4.69,f,1,2.67
67%,42%,t,1.0,1.0,t,la Teixonera,41.42289,2.14378,Private room in condo,Private room,1,1.0,1.0,$35.00,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,6,7,7,203,144,1,0,8,4,60,2100.0,4.87,4.91,4.78,4.96,4.97,4.78,4.87,f,1,1.17
100%,99%,f,267.0,279.0,t,la Dreta de l'Eixample,41.38947,2.16895,Entire rental unit,Entire home/apt,4,1.0,1.0,$311.00,2,1125,1.0,10.0,1125.0,1125.0,3.7,1125.0,2,7,13,96,146,20,5,22,12,120,37320.0,4.76,4.85,4.7,4.62,4.82,4.95,4.64,t,257,1.16
100%,99%,t,1.0,1.0,t,la Vila de GrÃ cia,41.40406,2.15648,Entire rental unit,Entire home/apt,6,3.0,5.0,$245.00,3,145,3.0,5.0,1125.0,1125.0,3.6,1125.0,5,8,26,237,248,47,3,37,44,255,62475.0,4.99,4.98,4.98,4.98,5.0,4.97,4.91,f,1,2.2
100%,100%,t,2.0,2.0,t,Diagonal Mar i el Front MarÃ­tim del Poblenou,41.40959,2.21425,Entire condo,Entire home/apt,4,2.0,3.0,$153.00,32,307,32.0,32.0,1125.0,1125.0,32.0,1125.0,9,39,69,344,23,6,0,88,4,255,39015.0,4.87,4.91,4.83,4.83,4.87,4.91,4.74,f,1,0.19
100%,100%,t,1.0,6.0,t,la Dreta de l'Eixample,41.39175033569336,2.1659181118011475,Entire rental unit,Entire home/apt,10,5.0,8.0,$867.00,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,4,23,50,313,156,23,1,63,36,138,119646.0,4.9,4.85,4.82,4.94,4.97,4.96,4.77,t,1,1.28
100%,93%,f,31.0,52.0,t,la Nova Esquerra de l'Eixample,41.38356,2.15528,Entire rental unit,Entire home/apt,2,1.0,1.0,$158.00,1,1125,3.0,6.0,365.0,365.0,3.1,365.0,4,18,48,304,68,17,1,66,11,102,16116.0,4.38,4.65,4.34,4.41,4.63,4.65,4.19,t,28,0.55
100%,100%,t,2.0,4.0,t,el Raval,41.38106,2.16702,Private room in rental unit,Private room,2,1.0,1.0,$120.00,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,26,43,43,43,620,31,2,43,41,186,22320.0,4.81,4.83,4.92,4.91,4.9,4.76,4.7,t,2,4.92
100%,71%,t,3.0,5.0,t,la Nova Esquerra de l'Eixample,41.38222,2.15735,Private room in rental unit,Private room,1,1.0,1.0,$22.00,30,190,30.0,30.0,190.0,190.0,30.0,190.0,0,0,0,253,94,4,1,0,2,240,5280.0,4.38,4.7,4.35,4.59,4.66,4.87,4.34,f,3,0.75
100%,96%,f,27.0,27.0,t,la Sagrera,41.42256,2.18443,Entire rental unit,Entire home/apt,6,3.0,5.0,$161.00,1,365,2.0,2.0,999.0,999.0,2.0,999.0,8,20,47,318,140,27,0,66,26,162,26082.0,4.41,4.59,4.56,4.64,4.7,4.53,4.32,f,27,1.18
67%,100%,f,1.0,4.0,t,el Camp de l'Arpa del Clot,41.41154,2.18118,Private room in rental unit,Private room,2,1.0,1.0,$36.00,32,35,32.0,32.0,1125.0,1125.0,32.0,1125.0,3,24,54,329,63,0,0,72,0,0,0.0,4.57,4.65,4.16,4.76,4.76,4.48,4.52,t,1,0.51
100%,97%,t,2.0,3.0,t,les Corts,41.382195,2.132978,Entire rental unit,Entire home/apt,3,1.0,1.0,$146.00,3,1125,1.0,4.0,1125.0,1125.0,3.0,1125.0,8,19,49,188,355,42,4,68,37,252,36792.0,4.79,4.84,4.83,4.88,4.9,4.67,4.67,f,2,2.83
100%,80%,f,1.0,1.0,t,Hostafrancs,41.3753,2.14709,Private room in rental unit,Private room,1,0.0,1.0,$55.00,3,15,3.0,3.0,15.0,15.0,3.0,15.0,17,47,77,77,44,4,2,77,0,24,1320.0,4.66,4.7,4.75,4.57,4.66,4.84,4.55,f,1,0.35
93%,51%,f,28.0,29.0,t,la Vila de GrÃ cia,41.40651,2.15925,Entire rental unit,Entire home/apt,4,1.0,2.0,$142.00,3,30,1.0,4.0,30.0,30.0,3.0,30.0,6,26,56,80,23,3,1,74,1,18,2556.0,4.3,4.3,4.61,4.17,4.22,4.3,3.87,f,25,0.19
80%,32%,f,25.0,28.0,t,el Clot,41.40558,2.18429,Entire rental unit,Entire home/apt,6,4.0,5.0,$74.00,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,14,44,74,349,3,1,0,93,0,64,4736.0,2.67,3.33,3.0,3.0,3.0,4.67,2.33,f,22,0.03
98%,99%,t,61.0,61.0,t,la Vila de GrÃ cia,41.39783,2.15888,Entire loft,Entire home/apt,3,1.0,2.0,$233.00,1,1125,1.0,9.0,999.0,999.0,2.4,999.0,15,31,56,66,102,11,1,66,7,66,15378.0,4.56,4.66,4.61,4.7,4.75,4.84,4.4,t,24,1.0
83%,100%,t,2.0,2.0,t,la Vila de GrÃ cia,41.40444,2.16011,Private room in rental unit,Private room,2,1.0,1.0,$32.00,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,16,16,16,240,169,3,1,16,3,192,6144.0,4.64,4.75,4.68,4.9,4.88,4.86,4.62,f,2,1.38
93%,51%,f,28.0,29.0,t,el Poble Sec,41.37333,2.15575,Entire rental unit,Entire home/apt,8,3.0,6.0,$110.00,3,1125,3.0,4.0,1125.0,1125.0,3.0,1125.0,23,53,83,107,15,1,0,101,2,6,660.0,3.67,3.93,4.0,3.93,3.87,4.6,3.67,f,25,0.13
100%,100%,f,12.0,30.0,t,el Poble Sec,41.37308,2.16756,Entire serviced apartment,Entire home/apt,6,3.0,5.0,$243.00,3,1125,2.0,3.0,1125.0,1125.0,3.0,1125.0,14,44,74,94,153,7,0,92,11,42,10206.0,4.36,4.56,4.4,4.69,4.54,4.67,4.41,f,12,1.23
100%,69%,f,2.0,2.0,t,el Poble Sec,41.37262,2.17245,Entire rental unit,Entire home/apt,5,3.0,4.0,$129.00,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,8,38,68,343,167,20,2,86,20,120,15480.0,4.47,4.6,4.56,4.6,4.55,4.65,4.49,f,2,1.36
98%,99%,t,61.0,61.0,t,el Poblenou,41.39857,2.20558,Entire rental unit,Entire home/apt,4,1.0,1.0,$243.00,1,1125,1.0,7.0,7.0,1125.0,3.3,436.5,14,44,69,79,111,20,1,79,15,120,29160.0,4.68,4.79,4.75,4.76,4.86,4.76,4.62,t,24,0.9
100%,86%,f,7.0,11.0,t,la Dreta de l'Eixample,41.39504,2.15871,Entire rental unit,Entire home/apt,14,5.0,7.0,$382.00,1,999,1.0,4.0,999.0,999.0,3.1,999.0,15,37,61,328,409,39,5,79,36,234,89388.0,4.74,4.74,4.73,4.83,4.87,4.97,4.68,f,7,3.25
83%,100%,f,21.0,31.0,t,el Parc i la Llacuna del Poblenou,41.39372,2.19099,Entire rental unit,Entire home/apt,6,2.0,4.0,$253.00,1,1125,1.0,4.0,1125.0,1125.0,2.8,1125.0,5,17,36,47,57,2,0,47,0,12,3036.0,4.39,4.54,4.44,4.23,4.56,4.74,4.32,t,18,0.48
83%,100%,f,21.0,31.0,t,la Vila OlÃ­mpica del Poblenou,41.39366,2.19272,Entire rental unit,Entire home/apt,6,2.0,4.0,$242.00,2,1124,1.0,4.0,1124.0,1124.0,2.8,1124.0,12,27,55,66,84,2,0,66,0,12,2904.0,4.45,4.56,4.46,4.31,4.6,4.57,4.43,t,18,0.7
83%,100%,f,21.0,31.0,t,la Vila OlÃ­mpica del Poblenou,41.39307,2.19276,Entire rental unit,Entire home/apt,6,2.0,4.0,$253.00,2,1124,1.0,4.0,1124.0,1124.0,2.8,1124.0,1,14,31,42,46,2,0,42,0,12,3036.0,4.28,4.3,4.37,4.35,4.39,4.7,4.17,t,18,0.43
100%,68%,f,4.0,4.0,t,el Raval,41.3769,2.16988,Private room in rental unit,Private room,2,1.0,1.0,$30.00,32,100,32.0,32.0,100.0,100.0,32.0,100.0,5,27,57,57,212,14,0,57,2,255,7650.0,4.84,4.88,4.92,4.93,4.81,4.96,4.76,f,2,1.69
93%,84%,f,16.0,22.0,t,el Raval,41.38517,2.16931,Entire rental unit,Entire home/apt,4,2.0,3.0,$78.00,32,1125,32.0,32.0,1125.0,1125.0,32.0,1125.0,0,17,17,240,21,1,0,21,0,64,4992.0,4.62,4.7,4.6,4.65,4.48,4.76,4.38,f,15,0.17
98%,99%,t,61.0,61.0,t,la Sagrada FamÃ­lia,41.40249,2.17388,Entire rental unit,Entire home/apt,4,2.0,3.0,$246.00,1,1125,1.0,9.0,999.0,999.0,2.4,999.0,15,34,53,63,146,30,2,63,16,180,44280.0,4.57,4.64,4.74,4.84,4.77,4.89,4.49,t,24,1.29
100%,100%,f,5.0,8.0,t,el Raval,41.37924,2.16655,Entire rental unit,Entire home/apt,5,2.0,3.0,$158.00,6,1100,1.0,6.0,1125.0,1125.0,5.9,1125.0,3,7,22,269,22,2,1,36,3,24,3792.0,4.55,4.43,4.67,4.95,4.95,4.19,4.38,t,5,0.2
98%,96%,f,16.0,19.0,t,Vallcarca i els Penitents,41.40844,2.14804,Entire rental unit,Entire home/apt,5,2.0,4.0,$217.00,1,1125,1.0,4.0,1125.0,1125.0,1.3,1125.0,25,55,85,96,76,4,0,96,8,24,5208.0,4.53,4.62,4.72,4.75,4.74,4.57,4.38,f,13,0.61
100%,100%,f,40.0,85.0,t,el Baix GuinardÃ³,41.41037,2.17276,Entire rental unit,Entire home/apt,3,2.0,3.0,$166.00,3,1125,2.0,32.0,1125.0,1125.0,12.5,1125.0,7,31,61,336,183,14,1,79,4,84,13944.0,4.37,4.44,4.61,4.69,4.71,4.69,4.21,f,40,1.47
100%,100%,t,8.0,8.0,t,la Dreta de l'Eixample,41.38963,2.17641,Room in serviced apartment,Hotel room,6,2.0,2.0,$243.00,2,78,1.0,3.0,7.0,7.0,2.2,7.0,5,25,48,305,202,36,4,66,32,216,52488.0,4.75,4.82,4.78,4.67,4.86,4.92,4.7,t,6,1.62
